,CallCountsPerHour,,,,,,,,,,,,,,,,
2706,67,,,,,,,,,,,,,,,,
2707,62,,,,,,,,,,,,,,,,
2708,64,,,,,,,,,,,,,,,,
2709,70,,,,,,,,,,,,,,,,
2710,59,,,,,,,,,,,,,,,,
2711,59,,,,,,,,,,,,,,,,
2712,41,,,,,,,,,,,,,,,,
2713,57,,,,,,,,,,,,,,,,
2714,61,,,,,,,,,,,,,,,,
2715,55,,,,,,,,,,,,,,,,
2716,54,,,,,,,,,,,,,,,,
2717,55,,,,,,,,,,,,,,,,
2718,54,,,,,,,,,,,,,,,,
2719,61,,,,,,,,,,,,,,,,
2720,62,,,,,,,,,,,,,,,,
2721,76,,,,,,,,,,,,,,,,
2722,67,,,,,,,,,,,,,,,,
2723,57,,,,,,,,,,,,,,,,
2724,65,,,,,,,,,,,,,,,,
2725,62,,,,,,,,,,,,,,,,
2726,50,,,,,,,,,,,,,,,,
2727,42,,,,,,,,,,,,,,,,
2728,48,,,,,,,,,,,,,,,,
2729,75,,,,,,,,,,,,,,,,
2730,50,,,,,,,,,,,,,,,,
2731,57,,,,,,,,,,,,,,,,
2732,65,,,,,,,,,,,,,,,,
2733,61,,,,,,,,,,,,,,,,
2734,74,,,,,,,,,,,,,,,,
2735,58,,,,,,,,,,,,,,,,
2736,61,,,,,,,,,,,,,,,,
2737,70,,,,,,,,,,,,,,,,
2738,42,,,,,,,,,,,,,,,,
2739,56,,,,,,,,,,,,,,,,
2740,77,,,,,,,,,,,,,,,,
2741,60,,,,,,,,,,,,,,,,
2742,63,,,,,,,,,,,,,,,,
2743,53,,,,,,,,,,,,,,,,
2744,47,,,,,,,,,,,,,,,,
2745,65,,,,,,,,,,,,,,,,
2746,66,,,,,,,,,,,,,,,,
2747,57,,,,,,,,,,,,,,,,
2748,60,,,,,,,,,,,,,,,,
2749,53,,,,,,,,,,,,,,,,
2750,59,,,,,,,,,,,,,,,,
2751,51,,,,,,,,,,,,,,,,
2752,55,,,,,,,,,,,,,,,,
2753,62,,,,,,,,,,,,,,,,
2754,64,,,,,,,,,,,,,,,,
2755,59,,,,,,,,,,,,,,,,
2756,85,,,,,,,,,,,,,,,,
2757,60,,,,,,,,,,,,,,,,
2758,76,,,,,,,,,,,,,,,,
2759,71,,,,,,,,,,,,,,,,
2760,53,,,,,,,,,,,,,,,,
2761,71,,,,,,,,,,,,,,,,
2762,46,,,,,,,,,,,,,,,,
2763,60,,,,,,,,,,,,,,,,
2764,61,,,,,,,,,,,,,,,,
2765,68,,,,,,,,,,,,,,,,
2766,51,,,,,,,,,,,,,,,,
2767,50,,,,,,,,,,,,,,,,
2768,70,,,,,,,,,,,,,,,,
2769,53,,,,,,,,,,,,,,,,
2770,56,,,,,,,,,,,,,,,,
2771,70,,,,,,,,,,,,,,,,
2772,61,,,,,,,,,,,,,,,,
2773,64,,,,,,,,,,,,,,,,
2774,57,,,,,,,,,,,,,,,,
2775,50,,,,,,,,,,,,,,,,
2776,46,,,,,,,,,,,,,,,,
2777,68,,,,,,,,,,,,,,,,
2778,60,,,,,,,,,,,,,,,,
2779,69,,,,,,,,,,,,,,,,
2780,71,,,,,,,,,,,,,,,,
2781,66,,,,,,,,,,,,,,,,
2782,78,,,,,,,,,,,,,,,,
2783,63,,,,,,,,,,,,,,,,
2784,51,,,,,,,,,,,,,,,,
2785,57,,,,,,,,,,,,,,,,
2786,58,,,,,,,,,,,,,,,,
2787,72,,,,,,,,,,,,,,,,
2788,74,,,,,,,,,,,,,,,,
2789,63,,,,,,,,,,,,,,,,
2790,67,,,,,,,,,,,,,,,,
2791,62,,,,,,,,,,,,,,,,
2792,77,,,,,,,,,,,,,,,,
2793,66,,,,,,,,,,,,,,,,
2794,56,,,,,,,,,,,,,,,,
2795,69,,,,,,,,,,,,,,,,
2796,49,,,,,,,,,,,,,,,,
2797,52,,,,,,,,,,,,,,,,
2798,54,,,,,,,,,,,,,,,,
2799,54,,,,,,,,,,,,,,,,
2800,54,,,,,,,,,,,,,,,,
2801,61,,,,,,,,,,,,,,,,
2802,58,,,,,,,,,,,,,,,,
2803,56,,,,,,,,,,,,,,,,
2804,71,,,,,,,,,,,,,,,,
2805,55,,,,,,,,,,,,,,,,
2806,55,,,,,,,,,,,,,,,,
2807,79,,,,,,,,,,,,,,,,
2808,63,,,,,,,,,,,,,,,,
2809,52,,,,,,,,,,,,,,,,
2810,82,,,,,,,,,,,,,,,,
2811,56,,,,,,,,,,,,,,,,
2812,63,,,,,,,,,,,,,,,,
2813,66,,,,,,,,,,,,,,,,
2814,47,,,,,,,,,,,,,,,,
2815,60,,,,,,,,,,,,,,,,
2816,56,,,,,,,,,,,,,,,,
2817,59,,,,,,,,,,,,,,,,
2818,57,,,,,,,,,,,,,,,,
2819,63,,,,,,,,,,,,,,,,
2820,61,,,,,,,,,,,,,,,,
2821,61,,,,,,,,,,,,,,,,
2822,63,,,,,,,,,,,,,,,,
2823,63,,,,,,,,,,,,,,,,
2824,72,,,,,,,,,,,,,,,,
2825,48,,,,,,,,,,,,,,,,
2826,65,,,,,,,,,,,,,,,,
2827,53,,,,,,,,,,,,,,,,
2828,54,,,,,,,,,,,,,,,,
2829,62,,,,,,,,,,,,,,,,
2830,51,,,,,,,,,,,,,,,,
2831,51,,,,,,,,,,,,,,,,
2832,46,,,,,,,,,,,,,,,,
2833,58,,,,,,,,,,,,,,,,
2834,52,,,,,,,,,,,,,,,,
2835,55,,,,,,,,,,,,,,,,
2836,62,,,,,,,,,,,,,,,,
2837,68,,,,,,,,,,,,,,,,
2838,51,,,,,,,,,,,,,,,,
2839,65,,,,,,,,,,,,,,,,
2840,50,,,,,,,,,,,,,,,,
2841,56,,,,,,,,,,,,,,,,
2842,47,,,,,,,,,,,,,,,,
2843,56,,,,,,,,,,,,,,,,
2844,51,,,,,,,,,,,,,,,,
2845,71,,,,,,,,,,,,,,,,
2846,60,,,,,,,,,,,,,,,,
2847,65,,,,,,,,,,,,,,,,
2848,48,,,,,,,,,,,,,,,,
2849,63,,,,,,,,,,,,,,,,
2850,63,,,,,,,,,,,,,,,,
2851,66,,,,,,,,,,,,,,,,
2852,68,,,,,,,,,,,,,,,,
2853,53,,,,,,,,,,,,,,,,
2854,58,,,,,,,,,,,,,,,,
2855,68,,,,,,,,,,,,,,,,
2856,49,,,,,,,,,,,,,,,,
2857,77,,,,,,,,,,,,,,,,
2858,51,,,,,,,,,,,,,,,,
2859,53,,,,,,,,,,,,,,,,
2860,72,,,,,,,,,,,,,,,,
2861,61,,,,,,,,,,,,,,,,
2862,65,,,,,,,,,,,,,,,,
2863,75,,,,,,,,,,,,,,,,
2864,67,,,,,,,,,,,,,,,,
2865,69,,,,,,,,,,,,,,,,
2866,68,,,,,,,,,,,,,,,,
2867,60,,,,,,,,,,,,,,,,
2868,54,,,,,,,,,,,,,,,,
2869,71,,,,,,,,,,,,,,,,
2870,59,,,,,,,,,,,,,,,,
2871,67,,,,,,,,,,,,,,,,
2872,51,,,,,,,,,,,,,,,,
2873,58,,,,,,,,,,,,,,,,
2874,68,,,,,,,,,,,,,,,,
2875,67,,,,,,,,,,,,,,,,
2876,53,,,,,,,,,,,,,,,,
2877,54,,,,,,,,,,,,,,,,
2878,60,,,,,,,,,,,,,,,,
2879,75,,,,,,,,,,,,,,,,
2880,58,,,,,,,,,,,,,,,,
2881,44,,,,,,,,,,,,,,,,
2882,62,,,,,,,,,,,,,,,,
2883,59,,,,,,,,,,,,,,,,
2884,67,,,,,,,,,,,,,,,,
2885,70,,,,,,,,,,,,,,,,
2886,57,,,,,,,,,,,,,,,,
2887,59,,,,,,,,,,,,,,,,
2888,54,,,,,,,,,,,,,,,,
2889,65,,,,,,,,,,,,,,,,
2890,59,,,,,,,,,,,,,,,,
2891,77,,,,,,,,,,,,,,,,
2892,69,,,,,,,,,,,,,,,,
2893,59,,,,,,,,,,,,,,,,
2894,65,,,,,,,,,,,,,,,,
2895,63,,,,,,,,,,,,,,,,
2896,72,,,,,,,,,,,,,,,,
2897,51,,,,,,,,,,,,,,,,
2898,57,,,,,,,,,,,,,,,,
2899,79,,,,,,,,,,,,,,,,
2900,62,,,,,,,,,,,,,,,,
2901,54,,,,,,,,,,,,,,,,
2902,75,,,,,,,,,,,,,,,,
2903,50,,,,,,,,,,,,,,,,
2904,59,,,,,,,,,,,,,,,,
2905,65,,,,,,,,,,,,,,,,
2906,62,,,,,,,,,,,,,,,,
2907,48,,,,,,,,,,,,,,,,
2908,59,,,,,,,,,,,,,,,,
2909,72,,,,,,,,,,,,,,,,
2910,56,,,,,,,,,,,,,,,,
2911,55,,,,,,,,,,,,,,,,
2912,60,,,,,,,,,,,,,,,,
2913,60,,,,,,,,,,,,,,,,
2914,80,,,,,,,,,,,,,,,,
2915,55,,,,,,,,,,,,,,,,
2916,50,,,,,,,,,,,,,,,,
2917,72,,,,,,,,,,,,,,,,
2918,63,,,,,,,,,,,,,,,,
2919,59,,,,,,,,,,,,,,,,
2920,57,,,,,,,,,,,,,,,,
2921,70,,,,,,,,,,,,,,,,
2922,45,,,,,,,,,,,,,,,,
2923,57,,,,,,,,,,,,,,,,
2924,72,,,,,,,,,,,,,,,,
2925,49,,,,,,,,,,,,,,,,
2926,64,,,,,,,,,,,,,,,,
2927,51,,,,,,,,,,,,,,,,
2928,67,,,,,,,,,,,,,,,,
2929,50,,,,,,,,,,,,,,,,
2930,62,,,,,,,,,,,,,,,,
2931,67,,,,,,,,,,,,,,,,
2932,71,,,,,,,,,,,,,,,,
2933,55,,,,,,,,,,,,,,,,
2934,47,,,,,,,,,,,,,,,,
2935,64,,,,,,,,,,,,,,,,
2936,70,,,,,,,,,,,,,,,,
2937,45,,,,,,,,,,,,,,,,
2938,50,,,,,,,,,,,,,,,,
2939,55,,,,,,,,,,,,,,,,
2940,65,,,,,,,,,,,,,,,,
2941,63,,,,,,,,,,,,,,,,
2942,54,,,,,,,,,,,,,,,,
2943,53,,,,,,,,,,,,,,,,
2944,59,,,,,,,,,,,,,,,,
2945,56,,,,,,,,,,,,,,,,
2946,59,,,,,,,,,,,,,,,,
2947,56,,,,,,,,,,,,,,,,
2948,70,,,,,,,,,,,,,,,,
2949,62,,,,,,,,,,,,,,,,
2950,57,,,,,,,,,,,,,,,,
2951,78,,,,,,,,,,,,,,,,
2952,57,,,,,,,,,,,,,,,,
2953,60,,,,,,,,,,,,,,,,
2954,70,,,,,,,,,,,,,,,,
2955,60,,,,,,,,,,,,,,,,
2956,59,,,,,,,,,,,,,,,,
2957,61,,,,,,,,,,,,,,,,
2958,71,,,,,,,,,,,,,,,,
2959,49,,,,,,,,,,,,,,,,
2960,52,,,,,,,,,,,,,,,,
2961,60,,,,,,,,,,,,,,,,
2962,57,,,,,,,,,,,,,,,,
2963,72,,,,,,,,,,,,,,,,
2964,62,,,,,,,,,,,,,,,,
2965,56,,,,,,,,,,,,,,,,
2966,56,,,,,,,,,,,,,,,,
2967,61,,,,,,,,,,,,,,,,
2968,79,,,,,,,,,,,,,,,,
2969,51,,,,,,,,,,,,,,,,
2970,52,,,,,,,,,,,,,,,,
2971,62,,,,,,,,,,,,,,,,
2972,58,,,,,,,,,,,,,,,,
2973,74,,,,,,,,,,,,,,,,
2974,61,,,,,,,,,,,,,,,,
2975,39,,,,,,,,,,,,,,,,
2976,40,,,,,,,,,,,,,,,,
2977,62,,,,,,,,,,,,,,,,
2978,77,,,,,,,,,,,,,,,,
2979,46,,,,,,,,,,,,,,,,
2980,47,,,,,,,,,,,,,,,,
2981,60,,,,,,,,,,,,,,,,
2982,57,,,,,,,,,,,,,,,,
2983,43,,,,,,,,,,,,,,,,
2984,67,,,,,,,,,,,,,,,,
2985,52,,,,,,,,,,,,,,,,
2986,72,,,,,,,,,,,,,,,,
2987,59,,,,,,,,,,,,,,,,
2988,61,,,,,,,,,,,,,,,,
2989,63,,,,,,,,,,,,,,,,
2990,66,,,,,,,,,,,,,,,,
2991,60,,,,,,,,,,,,,,,,
2992,66,,,,,,,,,,,,,,,,
2993,67,,,,,,,,,,,,,,,,
2994,51,,,,,,,,,,,,,,,,
2995,60,,,,,,,,,,,,,,,,
2996,67,,,,,,,,,,,,,,,,
2997,67,,,,,,,,,,,,,,,,
2998,60,,,,,,,,,,,,,,,,
2999,59,,,,,,,,,,,,,,,,
3000,67,,,,,,,,,,,,,,,,
3001,57,,,,,,,,,,,,,,,,
3002,50,,,,,,,,,,,,,,,,
3003,48,,,,,,,,,,,,,,,,
3004,64,,,,,,,,,,,,,,,,
3005,47,,,,,,,,,,,,,,,,
3006,53,,,,,,,,,,,,,,,,
3007,61,,,,,,,,,,,,,,,,
3008,63,,,,,,,,,,,,,,,,
3009,65,,,,,,,,,,,,,,,,
3010,55,,,,,,,,,,,,,,,,
3011,76,,,,,,,,,,,,,,,,
3012,58,,,,,,,,,,,,,,,,
3013,61,,,,,,,,,,,,,,,,
3014,65,,,,,,,,,,,,,,,,
3015,48,,,,,,,,,,,,,,,,
3016,54,,,,,,,,,,,,,,,,
3017,54,,,,,,,,,,,,,,,,
3018,69,,,,,,,,,,,,,,,,
3019,61,,,,,,,,,,,,,,,,
3020,65,,,,,,,,,,,,,,,,
3021,55,,,,,,,,,,,,,,,,
3022,54,,,,,,,,,,,,,,,,
3023,50,,,,,,,,,,,,,,,,
3024,68,,,,,,,,,,,,,,,,
3025,62,,,,,,,,,,,,,,,,
3026,73,,,,,,,,,,,,,,,,
3027,58,,,,,,,,,,,,,,,,
3028,53,,,,,,,,,,,,,,,,
3029,65,,,,,,,,,,,,,,,,
3030,49,,,,,,,,,,,,,,,,
3031,80,,,,,,,,,,,,,,,,
3032,53,,,,,,,,,,,,,,,,
3033,61,,,,,,,,,,,,,,,,
3034,57,,,,,,,,,,,,,,,,
3035,77,,,,,,,,,,,,,,,,
3036,63,,,,,,,,,,,,,,,,
3037,56,,,,,,,,,,,,,,,,
3038,62,,,,,,,,,,,,,,,,
3039,61,,,,,,,,,,,,,,,,
3040,61,,,,,,,,,,,,,,,,
3041,55,,,,,,,,,,,,,,,,
3042,55,,,,,,,,,,,,,,,,
3043,55,,,,,,,,,,,,,,,,
3044,51,,,,,,,,,,,,,,,,
3045,60,,,,,,,,,,,,,,,,
3046,64,,,,,,,,,,,,,,,,
3047,62,,,,,,,,,,,,,,,,
3048,63,,,,,,,,,,,,,,,,
3049,50,,,,,,,,,,,,,,,,
3050,62,,,,,,,,,,,,,,,,
3051,67,,,,,,,,,,,,,,,,
3052,47,,,,,,,,,,,,,,,,
3053,53,,,,,,,,,,,,,,,,
3054,67,,,,,,,,,,,,,,,,
3055,68,,,,,,,,,,,,,,,,
3056,71,,,,,,,,,,,,,,,,
3057,55,,,,,,,,,,,,,,,,
3058,58,,,,,,,,,,,,,,,,
3059,57,,,,,,,,,,,,,,,,
3060,51,,,,,,,,,,,,,,,,
3061,55,,,,,,,,,,,,,,,,
3062,68,,,,,,,,,,,,,,,,
3063,63,,,,,,,,,,,,,,,,
3064,70,,,,,,,,,,,,,,,,
3065,49,,,,,,,,,,,,,,,,
3066,76,,,,,,,,,,,,,,,,
3067,72,,,,,,,,,,,,,,,,
3068,51,,,,,,,,,,,,,,,,
3069,62,,,,,,,,,,,,,,,,
3070,51,,,,,,,,,,,,,,,,
3071,62,,,,,,,,,,,,,,,,
3072,54,,,,,,,,,,,,,,,,
3073,57,,,,,,,,,,,,,,,,
3074,66,,,,,,,,,,,,,,,,
3075,56,,,,,,,,,,,,,,,,
3076,51,,,,,,,,,,,,,,,,
3077,58,,,,,,,,,,,,,,,,
3078,59,,,,,,,,,,,,,,,,
3079,62,,,,,,,,,,,,,,,,
3080,58,,,,,,,,,,,,,,,,
3081,70,,,,,,,,,,,,,,,,
3082,72,,,,,,,,,,,,,,,,
3083,46,,,,,,,,,,,,,,,,
3084,54,,,,,,,,,,,,,,,,
3085,81,,,,,,,,,,,,,,,,
3086,67,,,,,,,,,,,,,,,,
3087,67,,,,,,,,,,,,,,,,
3088,52,,,,,,,,,,,,,,,,
3089,62,,,,,,,,,,,,,,,,
3090,68,,,,,,,,,,,,,,,,
3091,60,,,,,,,,,,,,,,,,
3092,56,,,,,,,,,,,,,,,,
3093,51,,,,,,,,,,,,,,,,
3094,59,,,,,,,,,,,,,,,,
3095,69,,,,,,,,,,,,,,,,
3096,59,,,,,,,,,,,,,,,,
3097,74,,,,,,,,,,,,,,,,
3098,56,,,,,,,,,,,,,,,,
3099,50,,,,,,,,,,,,,,,,
3100,62,,,,,,,,,,,,,,,,
3101,59,,,,,,,,,,,,,,,,
3102,70,,,,,,,,,,,,,,,,
3103,56,,,,,,,,,,,,,,,,
3104,56,,,,,,,,,,,,,,,,
3105,65,,,,,,,,,,,,,,,,
3106,55,,,,,,,,,,,,,,,,
3107,50,,,,,,,,,,,,,,,,
3108,67,,,,,,,,,,,,,,,,
3109,70,,,,,,,,,,,,,,,,
3110,57,,,,,,,,,,,,,,,,
3111,57,,,,,,,,,,,,,,,,
3112,71,,,,,,,,,,,,,,,,
3113,55,,,,,,,,,,,,,,,,
3114,64,,,,,,,,,,,,,,,,
3115,55,,,,,,,,,,,,,,,,
3116,70,,,,,,,,,,,,,,,,
3117,56,,,,,,,,,,,,,,,,
3118,53,,,,,,,,,,,,,,,,
3119,61,,,,,,,,,,,,,,,,
3120,69,,,,,,,,,,,,,,,,
3121,49,,,,,,,,,,,,,,,,
3122,54,,,,,,,,,,,,,,,,
3123,57,,,,,,,,,,,,,,,,
3124,66,,,,,,,,,,,,,,,,
3125,83,,,,,,,,,,,,,,,,
3126,51,,,,,,,,,,,,,,,,
3127,49,,,,,,,,,,,,,,,,
3128,56,,,,,,,,,,,,,,,,
3129,82,,,,,,,,,,,,,,,,
3130,59,,,,,,,,,,,,,,,,
3131,58,,,,,,,,,,,,,,,,
3132,64,,,,,,,,,,,,,,,,
3133,59,,,,,,,,,,,,,,,,
3134,52,,,,,,,,,,,,,,,,
3135,57,,,,,,,,,,,,,,,,
3136,55,,,,,,,,,,,,,,,,
3137,45,,,,,,,,,,,,,,,,
3138,52,,,,,,,,,,,,,,,,
3139,60,,,,,,,,,,,,,,,,
3140,63,,,,,,,,,,,,,,,,
3141,57,,,,,,,,,,,,,,,,
3142,66,,,,,,,,,,,,,,,,
3143,61,,,,,,,,,,,,,,,,
3144,66,,,,,,,,,,,,,,,,
3145,49,,,,,,,,,,,,,,,,
3146,59,,,,,,,,,,,,,,,,
3147,59,,,,,,,,,,,,,,,,
3148,67,,,,,,,,,,,,,,,,
3149,53,,,,,,,,,,,,,,,,
3150,48,,,,,,,,,,,,,,,,
3151,60,,,,,,,,,,,,,,,,
3152,70,,,,,,,,,,,,,,,,
3153,63,,,,,,,,,,,,,,,,
3154,59,,,,,,,,,,,,,,,,
3155,70,,,,,,,,,,,,,,,,
3156,54,,,,,,,,,,,,,,,,
3157,42,,,,,,,,,,,,,,,,
3158,60,,,,,,,,,,,,,,,,
3159,66,,,,,,,,,,,,,,,,
3160,57,,,,,,,,,,,,,,,,
3161,61,,,,,,,,,,,,,,,,
3162,60,,,,,,,,,,,,,,,,
3163,66,,,,,,,,,,,,,,,,
3164,61,,,,,,,,,,,,,,,,
3165,71,,,,,,,,,,,,,,,,
3166,75,,,,,,,,,,,,,,,,
3167,53,,,,,,,,,,,,,,,,
3168,63,,,,,,,,,,,,,,,,
3169,62,,,,,,,,,,,,,,,,
3170,60,,,,,,,,,,,,,,,,
3171,52,,,,,,,,,,,,,,,,
3172,61,,,,,,,,,,,,,,,,
3173,72,,,,,,,,,,,,,,,,
3174,62,,,,,,,,,,,,,,,,
3175,65,,,,,,,,,,,,,,,,
3176,49,,,,,,,,,,,,,,,,
3177,59,,,,,,,,,,,,,,,,
3178,54,,,,,,,,,,,,,,,,
3179,57,,,,,,,,,,,,,,,,
3180,51,,,,,,,,,,,,,,,,
3181,60,,,,,,,,,,,,,,,,
3182,66,,,,,,,,,,,,,,,,
3183,55,,,,,,,,,,,,,,,,
3184,57,,,,,,,,,,,,,,,,
3185,62,,,,,,,,,,,,,,,,
3186,57,,,,,,,,,,,,,,,,
3187,63,,,,,,,,,,,,,,,,
3188,50,,,,,,,,,,,,,,,,
3189,55,,,,,,,,,,,,,,,,
3190,63,,,,,,,,,,,,,,,,
3191,73,,,,,,,,,,,,,,,,
3192,57,,,,,,,,,,,,,,,,
3193,59,,,,,,,,,,,,,,,,
3194,69,,,,,,,,,,,,,,,,
3195,71,,,,,,,,,,,,,,,,
3196,65,,,,,,,,,,,,,,,,
3197,64,,,,,,,,,,,,,,,,
3198,56,,,,,,,,,,,,,,,,
3199,65,,,,,,,,,,,,,,,,
3200,79,,,,,,,,,,,,,,,,
3201,55,,,,,,,,,,,,,,,,
3202,50,,,,,,,,,,,,,,,,
3203,52,,,,,,,,,,,,,,,,
3204,68,,,,,,,,,,,,,,,,
3205,57,,,,,,,,,,,,,,,,
3206,58,,,,,,,,,,,,,,,,
3207,74,,,,,,,,,,,,,,,,
3208,67,,,,,,,,,,,,,,,,
3209,55,,,,,,,,,,,,,,,,
3210,67,,,,,,,,,,,,,,,,
3211,55,,,,,,,,,,,,,,,,
3212,59,,,,,,,,,,,,,,,,
3213,63,,,,,,,,,,,,,,,,
3214,59,,,,,,,,,,,,,,,,
3215,58,,,,,,,,,,,,,,,,
3216,57,,,,,,,,,,,,,,,,
3217,58,,,,,,,,,,,,,,,,
3218,57,,,,,,,,,,,,,,,,
3219,74,,,,,,,,,,,,,,,,
3220,65,,,,,,,,,,,,,,,,
3221,58,,,,,,,,,,,,,,,,
3222,44,,,,,,,,,,,,,,,,
3223,63,,,,,,,,,,,,,,,,
3224,58,,,,,,,,,,,,,,,,
3225,74,,,,,,,,,,,,,,,,
3226,73,,,,,,,,,,,,,,,,
3227,57,,,,,,,,,,,,,,,,
3228,63,,,,,,,,,,,,,,,,
3229,52,,,,,,,,,,,,,,,,
3230,71,,,,,,,,,,,,,,,,
3231,62,,,,,,,,,,,,,,,,
3232,63,,,,,,,,,,,,,,,,
3233,48,,,,,,,,,,,,,,,,
3234,54,,,,,,,,,,,,,,,,
3235,65,,,,,,,,,,,,,,,,
3236,54,,,,,,,,,,,,,,,,
3237,73,,,,,,,,,,,,,,,,
3238,50,,,,,,,,,,,,,,,,
3239,57,,,,,,,,,,,,,,,,
3240,58,,,,,,,,,,,,,,,,
3241,57,,,,,,,,,,,,,,,,
3242,55,,,,,,,,,,,,,,,,
3243,74,,,,,,,,,,,,,,,,
3244,62,,,,,,,,,,,,,,,,
3245,67,,,,,,,,,,,,,,,,
3246,71,,,,,,,,,,,,,,,,
3247,53,,,,,,,,,,,,,,,,
3248,64,,,,,,,,,,,,,,,,
3249,59,,,,,,,,,,,,,,,,
3250,61,,,,,,,,,,,,,,,,
3251,74,,,,,,,,,,,,,,,,
3252,59,,,,,,,,,,,,,,,,
3253,55,,,,,,,,,,,,,,,,
3254,75,,,,,,,,,,,,,,,,
3255,57,,,,,,,,,,,,,,,,
3256,58,,,,,,,,,,,,,,,,
3257,58,,,,,,,,,,,,,,,,
3258,70,,,,,,,,,,,,,,,,
3259,69,,,,,,,,,,,,,,,,
3260,57,,,,,,,,,,,,,,,,
3261,48,,,,,,,,,,,,,,,,
3262,59,,,,,,,,,,,,,,,,
3263,56,,,,,,,,,,,,,,,,
3264,55,,,,,,,,,,,,,,,,
3265,65,,,,,,,,,,,,,,,,
3266,62,,,,,,,,,,,,,,,,
3267,59,,,,,,,,,,,,,,,,
3268,50,,,,,,,,,,,,,,,,
3269,55,,,,,,,,,,,,,,,,
3270,53,,,,,,,,,,,,,,,,
3271,66,,,,,,,,,,,,,,,,
3272,56,,,,,,,,,,,,,,,,
3273,61,,,,,,,,,,,,,,,,
3274,65,,,,,,,,,,,,,,,,
3275,67,,,,,,,,,,,,,,,,
3276,64,,,,,,,,,,,,,,,,
3277,60,,,,,,,,,,,,,,,,
3278,63,,,,,,,,,,,,,,,,
3279,69,,,,,,,,,,,,,,,,
3280,64,,,,,,,,,,,,,,,,
3281,55,,,,,,,,,,,,,,,,
3282,58,,,,,,,,,,,,,,,,
3283,50,,,,,,,,,,,,,,,,
3284,67,,,,,,,,,,,,,,,,
3285,64,,,,,,,,,,,,,,,,
3286,59,,,,,,,,,,,,,,,,
3287,60,,,,,,,,,,,,,,,,
3288,60,,,,,,,,,,,,,,,,
3289,60,,,,,,,,,,,,,,,,
3290,51,,,,,,,,,,,,,,,,
3291,50,,,,,,,,,,,,,,,,
3292,60,,,,,,,,,,,,,,,,
3293,57,,,,,,,,,,,,,,,,
3294,59,,,,,,,,,,,,,,,,
3295,62,,,,,,,,,,,,,,,,
3296,80,,,,,,,,,,,,,,,,
3297,61,,,,,,,,,,,,,,,,
3298,69,,,,,,,,,,,,,,,,
3299,59,,,,,,,,,,,,,,,,
3300,52,,,,,,,,,,,,,,,,
3301,46,,,,,,,,,,,,,,,,
3302,72,,,,,,,,,,,,,,,,
3303,64,,,,,,,,,,,,,,,,
3304,54,,,,,,,,,,,,,,,,
3305,58,,,,,,,,,,,,,,,,
3306,53,,,,,,,,,,,,,,,,
3307,48,,,,,,,,,,,,,,,,
3308,72,,,,,,,,,,,,,,,,
3309,47,,,,,,,,,,,,,,,,
3310,55,,,,,,,,,,,,,,,,
3311,60,,,,,,,,,,,,,,,,
3312,68,,,,,,,,,,,,,,,,
3313,63,,,,,,,,,,,,,,,,
3314,60,,,,,,,,,,,,,,,,
3315,74,,,,,,,,,,,,,,,,
3316,55,,,,,,,,,,,,,,,,
3317,45,,,,,,,,,,,,,,,,
3318,66,,,,,,,,,,,,,,,,
3319,64,,,,,,,,,,,,,,,,
3320,59,,,,,,,,,,,,,,,,
3321,53,,,,,,,,,,,,,,,,
3322,75,,,,,,,,,,,,,,,,
3323,70,,,,,,,,,,,,,,,,
3324,58,,,,,,,,,,,,,,,,
3325,62,,,,,,,,,,,,,,,,
3326,48,,,,,,,,,,,,,,,,
3327,72,,,,,,,,,,,,,,,,
3328,58,,,,,,,,,,,,,,,,
3329,55,,,,,,,,,,,,,,,,
3330,53,,,,,,,,,,,,,,,,
3331,61,,,,,,,,,,,,,,,,
3332,47,,,,,,,,,,,,,,,,
3333,74,,,,,,,,,,,,,,,,
3334,67,,,,,,,,,,,,,,,,
3335,55,,,,,,,,,,,,,,,,
3336,53,,,,,,,,,,,,,,,,
3337,43,,,,,,,,,,,,,,,,
3338,59,,,,,,,,,,,,,,,,
3339,62,,,,,,,,,,,,,,,,
3340,61,,,,,,,,,,,,,,,,
3341,44,,,,,,,,,,,,,,,,
3342,69,,,,,,,,,,,,,,,,
3343,64,,,,,,,,,,,,,,,,
3344,63,,,,,,,,,,,,,,,,
3345,56,,,,,,,,,,,,,,,,
3346,48,,,,,,,,,,,,,,,,
3347,51,,,,,,,,,,,,,,,,
3348,56,,,,,,,,,,,,,,,,
3349,63,,,,,,,,,,,,,,,,
3350,69,,,,,,,,,,,,,,,,
3351,54,,,,,,,,,,,,,,,,
3352,60,,,,,,,,,,,,,,,,
3353,63,,,,,,,,,,,,,,,,
3354,45,,,,,,,,,,,,,,,,
3355,67,,,,,,,,,,,,,,,,
3356,66,,,,,,,,,,,,,,,,
3357,61,,,,,,,,,,,,,,,,
3358,77,,,,,,,,,,,,,,,,
3359,56,,,,,,,,,,,,,,,,
3360,52,,,,,,,,,,,,,,,,
3361,57,,,,,,,,,,,,,,,,
3362,62,,,,,,,,,,,,,,,,
3363,68,,,,,,,,,,,,,,,,
3364,67,,,,,,,,,,,,,,,,
3365,59,,,,,,,,,,,,,,,,
3366,71,,,,,,,,,,,,,,,,
3367,57,,,,,,,,,,,,,,,,
3368,55,,,,,,,,,,,,,,,,
3369,59,,,,,,,,,,,,,,,,
3370,64,,,,,,,,,,,,,,,,
